userid,age,gender,ope,con,ext,agr,neu,text
06746be7926f66925b0db807581ddc82,-,-,-,-,-,-,-,"muslimah sejati.. huhuhu.. ade prob?,mls nk online, mls nk blk uia.. mls nye lahai aku ni..,sgt bz mmentalkn diri ~,saye rase saye nak duet la.. sape bole bagi saye duet??,rase2 mcm mls nk online esok luse tulat.. huhu bole pcaye ke? harap2 pcaye la eh..,mmuaahx~,tq 4 all those wishes~ hv a nice day t0o!,i dun need a REAL BITCH to be a REAL FRIEND!! whatever~,setelah lame x on fb, ape jd?? sila la update~ ahh malas gile!,im missin someone but that someone will never know.. ** huhhu.. sbnrnye kwn2 ku gi bhibur.. sedey xdpt join.. nape aku byk sgt keje skola ni? adeh, gile stress~,wangsa walk ade promotion karaoke rm2 sejam~ marila pegi!! hahaha.. nini 0o nini sedarla diri sket, assgn ko blambak2 kot.. huhu..,nk type tp mls.. bole x ape yg aku t'pk kt otak ni da trus ade kt screen? bole x? tp aku ade pk ape2 ke? o0 aku bru seda otak ku kos0ng skosong nye.. huhuhu...,***,miss gossipin with my luvly baby rumet.. siti aisyah.. skrg die tgh die bz kot.. bru nmpk die wat assgn.. alhmdulillah, ade jgk rupe student di"
067eea58e88a0c27b5a1678aa44864fc,-,-,-,-,-,-,-,"can fake with the best of anyone.,has got the bass drum kick that will blow out your eyes HUH!,is not here at the moment please leave a message after the beep .......... *BEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP*,is feeling miles away. You think i got it made, I don't belong here.,round three: You were the mermaid for me, til one day you found your feet leaving me. With this godawful bottle of bottled up heartache and greif.,is gonna get some gasoline AND BURN THE HOUSE DOWN!,will probably become everyone's most hated aquaintance in the span of the next few days. ^^,is being lead on again. and i find it, yeah i like it.,is a fighting dreamer! ^w^,has officially lost it. I'm done ^^.,is safely at home where it's safe and... safe... yeah ^^,will tear you down. I'll make you bleed internally. Can't help myself from hurting you when it's hurting me.,is missing sleeping all day,-_-*,NEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE!,Say it ain't so, I will not go, turn the lights off, carry me home. NANAN"
06b055f8e2bca96496514891057913c3,-,-,-,-,-,-,-,"is enjoying the cricket...comfy boxers and rainy weather...is it too soon for a beer?,can't believe that her son walked up to the Christmas tree stating 'J'. I was a little confused until he took a candy cane off the tree and proceeded to turn it upside down :-D,got home from shopping all evening (Jad and kids in tow) and then wrapped presents all night...and it still isnt finished...*yawn*,- so, this morning Kai gets up to play and he goes over to the carpet where the light was shining through the blinds casting shadows...he then proceeds to tell me the different letters the sun is making on the carpet... 'I', 'T' and 'L' to be exact! He then somehow figured out how to cast his shadow over the sun to make the letters change & disappear! At this rate, he will be smarter than me before he goes to school!,needs beer...actually, any kind of alcohol will do...,is sick of being sick!,is enjoying the cricket but has no fingernails left.,would like the rain back!,had a great day yesterday thanks to aunties babysitti"
06cf5c03d5ea31bf6d305ed3d6c18b67,-,-,-,-,-,-,-,"is turning 20 on monday.....time to book me into the nursing home!! =),Excited for shooting range tomorrow with dad!!! =),wishes she got 2 weeks off from work for Christmas....hmmpf! =(,is WAY excited for the softball leage to start...!,is FREEZING!!!,wonders if the cat his half monkey or is just really stupid...she jumped up the wall and tried to swing from the cable line...good thing cats have 9 lives.. =),after 2 hours at the emergency vet clinic jade is FINLLY doing a little better! :),has a broken air conditioner and a house that's being taken over by spiders...my dream come true... =(,has once again been beaten by technology, awesome..!,just wants her car back, she's had enough of driving dad's semi !! =(,dear little cat, if u absolutely insist on going around 'gifting' my blankets, could u gift them with money instead of pee? =(,thinks it's VERY stupid that i get charged $1 EVERY time I use my debit card. Can one bank just not be money hungry, for ONCE?!,The house is now clean, no one touch it! *That m"
06f20260d9671c7c16cd8b926fab9103,-,-,-,-,-,-,-,"30 minutes till freedom!,work is done...now I need to find my car.,going out!,Off 2 the pool...Hopefully I won't burn!,I still like Jackson 5! ABC... Sad day in music, but he's finally out of his misery. The man was demented!,ok so I am going to actually clean now!,Getting excited about going home next weekend.,Happy BDay JB!,Toby Keith & Trace Adkins tonight....,Today I understand that there is no answer to why, really....it's just life!,can't we rewind back to Friday. I'm not ready to work again.,When you can't make up your mind what to do next....do nothing!,feeling better today!,Dressed up and ready to go out! Should be a good evening....,Its great to be visiting with family & friends back home for the weekend.,off to bed...good weekend!,Finally Friday! I'm sooooo ready to have a relaxing night.,off to bed!,lady's pool league today at Babaneaus! Good luck to the other Sharky's ladies team out in Apex.,Out to have fun...,wondering why or why!,This rain isn't going to stop me from going to Rascal Flats toni"
073221fda640b6e90062545ca4178fe0,-,-,-,-,-,-,-,"is back from his expedition to Morocco. Jolly nice,is getting ready for a night out in the big smoke!,just.....wonders,......Get yer Buzz Lightyear out!,hates being Facebook Raped :P,has joined the iphone Craze... yay! :D,feels violated. Facebook rape hurts!,is fending off procrastination well... Oh wait, he's on Facebook. Damn.,does willingly take poppers, with the intention of fully blown anal sex with a black man,doesnt like Maths - whats new? :S,Due to (below) post, Tony realizes he is either a loser, or one hell of a farmer! I'll bank on the latter.,thinks he should really keep his facebook page under tighter security. Damn these housemates!,won 46 at the casino tonight! :D,is wondering whether going to see England play Australia is worth getting up so early on a Saturday for.... Oh no wait, IT IS! :D,Well thanks for all the sympathy for my horrible horrible Facebook rape :P,isnt the greatest fan of essays. Procrastination anyone?,needs to work. Damn,is essay writing. Hooray for Industrial Economics! Oh"
07ad48c5da0e63237c244118eeecdd88,-,-,-,-,-,-,-,"changed my profile pic hahah dami daw natatakot eh hahah,Salt n jebs yuhoo!!! sino online? :),christmas break !!!! bat ang tagal m dumating??? :(,Met-res paper.... hehehe,hindi makalogin sa my lasalle :|,tsk tsk... wala ka ng pag asa.. BV,Nakita ng crush mo na tumutulo sipon mo, ano sasabihin mo?COME ON! Pati ba sipon ko nahuhulog sayo!!! =)))),yey!! :) uwian na,For Project Management internship opportunities, message me :),i am so happy for you Kurt !! :P,I wanna see you sing :),hat happend in bora should happen again next year :) \
 Monica Garcia Natassia Chong Ryan Cu Jiaan Philbert Mark Wesley Chang Garcia Justin Chang       Brian Lam,at this day and age... ano na ba ang laos?,sino mga em-tech s13? :),yey!!! natanggal k na ang daily photos:) thnks Sheryl Jaymee Co,i need to earn :) i need to work :),Thank You for everybody that greeted me!! :P,scared of ghost .. :|,baket luma padin facebook ko ??,pano tanggalin ang daily photos?,the light are out! huhu ang ingay ng ulan ayaw magp2lg! ang init! d pwd magbuk"""
07bcda7ae5f89b9b02e596ba11f24eac,-,-,-,-,-,-,-,"just watched Spread and liked it a lot! :>,Luna Plina ;),luna plian :),has no status,I'd like to book a ticket to India, please. Make that one way.,stands up agains homofobia in romania!! Let's say toghether:FUCK U,no one gets ahead by standing in line....,jeezzee, voi dormiti noaptea sau jucati mafia si in somn??!!:P,depresief,etage 4,I look just like me...,true blood rules!,rememeber summer...,bea apa fiarta cu sampon,sniffing the sunset...,lazy sunday...sunset at my feet,manifesto,are pofta de joaca,baked apple with banana&vanilla filling....,I feel aMUSEed....,Sa fii cuminti sa va spalati pe dinti...,listening to queen's Breakthrough...roughly translated by Penetrare :),CALIfornicatioooooooooooooooon!!!!!!!! part III,a fost lenesa si dezinteresata de viitorul tarii...,is listening to Studio Brussel and finds as enjoying as she did 6 years ago :),Have a Merry Mery Christmas everybody! And don't forget to tell Santa you've been good!,Sugar, Spice&Everything Nice...,fekete!,Art. 389. Acordurile, deciziile si"
07c6b654868c77635e047e55cf43030e,-,-,-,-,-,-,-,"Uni holidays plus 3 days off work :) :) :),is thinking shes gonna have a really crappy day...,is excited for her birthday on Friday :) :),is no longer looking forward to her day of birth...,Just woke up... feels like i'm only ever awake to work and eat :P,is hoping work tonight will be fun, busy and with lots of tips! $$$,Thankyou everyone for my lovely birthday wishes!!! xoxoxo,is freeeeeeeezing!!!,is stoked the crows kicked butt... but not so happy her little brother's nose got broken by a bunch of arseholes!,Is awake extra early and enjoying a cuppa and some FB time :),Shotgun dancing down the aisle at my wedding!,has a headache real bad :(,Henley Beach Primary anyone?,needs to become a better driver!!!,is drooling over Tiffany & Co...,Too much wine and dancing!,aaaaagggh! broken laptop now broken phone!!,being a teacher is exhausting!,feels herself getting sick!,wants to get away from this place...,first day of prac went swimmingly.. can't wait for next week!,is wayyy unsure about many,many things!,this s"
07dbd9e615f41c9524ed43b0974b97d5,-,-,-,-,-,-,-,"back from Bawston (thats local pronunciation). Yay weddings + family + booze = fun times had by all!,HATE. WORKING.,Been reading since 2 pm this afternoon and I'm finished with 2 books! Also listened to my new Lady Gaga CD (never thought I'd say that) ...so now I have a Vampire dance party illustrating my imagination.   Have to say ... I wish I were there instead of he,I wish I were a lesbian.,anyone here ever read a book (or series) that they'll just wanted to jump into? Adapt a new persona and leave the real world? Thats where I'm at,No one should die because they cannot afford health care, and no one should go broke because they get sick. If you agree, please post this as your status for the rest of the day.,Someone come take me away from this boredom!,blarg. Can't even begin to evoke how I feel. Ain't pretty.,\I wanna go there,\ - D .... \Where? Middle Earth?\ - K ..... \Ya. I wonder how much a plane ticket to Middle Earth costs.. \ -D,Thank all that is good that Friday's here. Auld Sheebeen, here I come!"
07e71c800e07800126447a050bad6e16,-,-,-,-,-,-,-,"addicted to farmville :),ughh im hella stressed out,i hate how i like everything i see,Winter Break= Sleeeep :),They say the one you fight with the most is the person who is most like you,OMG DAGEEMMMM incriminating pictureesss,vampire sucks was actually kinda funny haha,better day,had a lot of fun with rashid, claris, and gabbi at eclipse last night,i chopped off all my hair today :(,its dynamite :),in virgina. i mss everyone back home :),omgg i got my ap world history scores back. i cant believed i passed i didnt even study :D,i love waking up at 2 o clock :),Today was so much fun. I was at the DUB tour car n bike show n i saw amazing cars. T pain was ther n i watched sing n dj also i got jis autograph :) then i stalked him tryna get a picture with him lol until jis body guards wer lik  u needa back up haha. My dad ended up geting 3rd place for his ferrari bike which was preety dope. All in all a fantastic day in ocean city maryland"
07f7f2ca759a2f93c0adc773d491ae5b,-,-,-,-,-,-,-,"odio que siempre queden palomitas sin reventar...,el filtro de la modelo blockea los add de facebook xD,who's that pokemon?,life is like a grapefruit, it's sort of orangey-yellow and dimpled on the outside, wet and squidgy in the middle. It's got pips inside, too. Oh, and some people have half a one for breakfast.,My faith in the Freeman flowed from the vortessense.,you like the taste of brains, we don't like zombies,agua instantanea (solo agregue agua),is GODLIKE,we have you surrounded!, at least from this side,is DOMINATING!,is UNSTOPABLE!,is on a KILLING SPREE!,shinpu... HADOUKEN!!!,shinku... HADOUKEN!!!,Deploying surprise in five... four...three... Time out for a second. That wasn't supposed to happen. Do you see that thing that fell out of me? What is that? It's not the surprise... I've never seen it before. Never mind, it's a mystery I'll solve later, by myself, because you'll be dead.,..T'all you fine dandies so? proud, so cock-sure  Prancin' aboot with your heads full of eyeballs! Come and get me I sa"
083613c30097db6182d923554b11ac20,-,-,-,-,-,-,-,"I am preparing for BN of GOP, A group that exist to help Republican Business People earn more money, help the community, and get real conservatives in office. Everyone is invited. Place: Texas Land and Cattle, Hickory Creek, Texas Time and Date: 1:00PM Ju,We have a great speaker Tan Parker for our local chapter meeting of BN of GOP tomorrow. Place: Texas Land and Cattle, Hickory Creek, Texas; Time and Date: 1:00PM July 10, 2009; Cost: $20.00 the meal is free. You can RSVP to me at 972-459-5917 or clive@ask,I am getting ready to leave for the Business Network of GOP,is working on a date for an other public speaking class. Any suggestions?,Thinking about all my friends and wishing you all have a Merry Christmas and a wornderful New Year. May you find joy in every experince and the blessing in every challenge.,I am finishing the details for the Business Network of Growth Opportunity meeting. Denai Vaughn is our speaker. If you want to support conservative causes, build your business, or increase your sales you n"
0845f688e9204f51ce74d52dd11dc46a,-,-,-,-,-,-,-,"mais oui!  Paris!,summer!!!!,boa noite meus senhores, minhas senhoras, lindas flores que aqui estais neste salo :),...PORTUGAL QUE COM TODOS ESTES SENHORES CONSEGUIU A CLASSIFICAO DO PAIZ MAIS ATRAZADO DA EUROPA E DE TODO O MUNDO! O PAIZ MAIS SELVAGEM DAS AFRICAS! O EXILIO DOS DEGREDADOS E DOS INDIFFERENTES! A AFRICA RECLUSA DOS EUROPEUS! O ENTULHO DAS DESVANTAGENS E DOS SOBEJOS!,:),PORTUGAL INTEIRO HA-DE ABRIR OS OLHOS UM DIA - SE  QUE A SUA CEGUEIRA NO  INCURAVEL E ENTO GRITAR COMMIGO, A MEU LADO, A NECESSIDADE QUE PORTUGAL TEM DE SER QUALQUER COISA DE ASSEIADO! MORRA O DANTAS!... in Manifesto Anti-Dantas e Por Extenso por Jos de Almada-Negreiros poeta D'Orpheu Futurista e Tudo 1916,Hello everybody!!! :),is @ basel!,Come antes uma pea de fruta!,Oeiras em grande!,is on the train from zurich to basel!,is back @ home!!! :),FACEBOOK EXPERIMENT--If you are reading this, whether we do or don't speak often, please post a comment of your first memory of you and me. When you've finished, post this paragra"
084f838c1ac0e9146f8b2c00191f92e8,-,-,-,-,-,-,-,"\BDT\ wla ba tyu bignyt sa sabado??,ahmeel psalubong ko???gling daw kyu palawan ah...,FRIDAY YAN!!!! around 11 am daw mgbubukas ung server..,o e2 na pra di kyu mhirapan Runup PH Team is grateful for the warm support you've given us during Luna Online's CBT. CB Phase will end tomorrow, August 11 at around 12NN. And, as a standard procedure, we will be implementing the wipe out from August 11~14. Within that downtime period, we will do our best to resolve the bugs we have encountered during CB. We are hoping to see you again with more of your friends,Runup PH Team is grateful for the warm support you've given us during Luna Online's CBT. CB Phase will end tomorrow, August 11 at around 12NN. And, as a standard procedure, we will be implementing the wipe out from August 11~14. Within that downtime period, we will do our best to resolve the bugs we have encountered during CB. We are hoping to see you again with more of your friends on our Open Beta this Friday, A,Lakas nila noh??dame lng nila kaya mlkas cla mula u"
08532cae6c56ecd109c78e0bfd0cb33d,-,-,-,-,-,-,-,"likes summer very much!,pondering the meaning of the word is...,needs her oil changed!,had a good vacation, but is still glad to be back home,Is watching tv and looking for jobs online!,is watching what not to wear...yay!,is going for her interview at Borders...wish me luck!,Can't remember the quote she was going to put up here...oh well,is wondering what your favorite oxymoron is...,Can't wait to leave for Colorado!,is wondering what bear grills WON'T do...,is going to bed so she can get up early in the morning...,is at rest in Jesus...,is looking forward to praying tomorrow!,Had yummy chocolate chip pancakes and peanut butter...Yay for saturday!,Saw her sister and BROTHER doing ballet today!,is going to bed after a loooonnnnnggg day of hicking....but yay for God keeping us safe!,had a good day:-),is tired! But had a good time tonight!,watching my girl.,has a job interview...yay!,God will get me what's mine!,can't figure out how to put up a note...but wants to encourage everyone to be praying because it seem"
086909745b847c764ef687b243683cef,-,-,-,-,-,-,-,"wants to thank all who wished me:D Tyty^^,will miss 2e4'09 alot. Forever 2e4'09?.,HAPPY NEW YR^^.,I flunked chem and humanities horribly, disappointed max.,Yay, new fb acc for farmville? LOL!,Thanks to everybody who wished me! & of course those who gave me presents! Love them very much and love all of you loadss!<3 THANKYOU EVERYONE:D,Hi, someone pls tell me how am i possible to take bio and geog exam on the same day?!?!,maths homeworks always seems to be the only subject pilling up:O,I just cant understand why.,I mean what i say.,Hi, i hate her ttm:@,Just simply hates the feeling of being stuck in the middle, and unable to do anything to solve tht problem. :@,its not even my choice to stay up to study huh, unless you want me to fail? :@,Shit, i havent the least motivation to start my ss revision. :@,Aye, i want dozens of green tea!^^,hi, my message super bomb, i think. Gg!:@,Aye, not funny. My phone is screwed again!!!! TT.,Yay. I have successfully stayed away frm comp like fr so many days:D,Its the last wee"
08cc04159ab360b3f5d5f8c84d205e02,-,-,-,-,-,-,-,"IS THIE ME!?!?! \MOST AMAZING KISSER. Very high ### appeal. Great in bed!!! Love is one of a kind. Very romantic. Most caring person you will ever meet! Entirely creative. Extremely random and proud of it. Freak in bed. Spontaneous. Great tellin stories. Not a Fighter, But will Knock your lights out if it comes down to it. Someone you should hold on to.\ I think so.,\This is for God and the Gays\ Lady GaGa.  Love her!,Merry ChristmaHanZaKwanIka (Christmas, Haunakah (sp) and Kwanza) to everyone!,showin pops how to work facebook,getting nervous for miss max, but have a lot of things ready.  Bed (check), whip (check), man to dominate (check check check!), what else do i need?  Any thoughts?,So far a great day! Hung out with the bf, had lunch and good times. About to go to work early to apply for a promotion! Hopefully I get it, Christmas is coming and I want $$$$ for the girls!,had a gr8 night at Miss Max 26's step down show! Everyone did amazing! Can't wait for 2morrow, it's my niece Molly's bday and I'm takin "
08e0efdb0c7b0c14f3dbe9bf1b7f76ea,-,-,-,-,-,-,-,"Wedding...,bored, cant go to sleep, cant watch tv, cant get off the computer... help me,starting over and going uploading crazy....,i gotta go bath... im smelly, sweety and HOT. cold shower aint even cold no more. the hot sand be the water heater.,waiting... ill post my results so the world can see... watch this space,THE RESULTS ARE OUT MY BTROTHERS AND SISTERS!!!! TEXT STDNT NUMBER TO 2003.,i need the lord now more than ever...,is soo anxious... i jst wana grab sumthing, hit sumthing, kill sum1, i wana inflict pain on sumthing!!!!!!,wtf?,KILL ME,RED....,what do i want? I have no idea.,a murderer....,EVERYWHERE AND MESSY!!!,I back......................cnt help it,IS IT HOT IN HERE OR IS IT JUST ME?,ANGOLA VS MALAWI....cant help it, NBC has no other options.,TWO THOUSAND AND THEN, WHEN???,MATRIC FAREWELL PARTIES SHOULD BE POSTPONED TILL AFTER THE FINAL EXAMS!!! ABOLISH THEM FOR ALL I CARE....mwaha ha haa,chest pain, shoulder pain=stress,i'd rather be anything but ordinary.,ANUWA IF U OWE GAZZA-FUCK YOU! LOL,F"
093b2b3f02cb4c551c02df017053d515,-,-,-,-,-,-,-,"is thankful that this semester is almost over, and is excited to register for classes 6:59 am monday morning....,my room is beyond awesome..ill put pictures up sometime,DCI was amazing...i wish i could go tomorrow.....but tonight will have to hold me over for a while :P..,needs.a.job.....now.....,is trying to figure out how this lawyer Barbara Dominic  who is defending the husband of the stoned/smashed woman who killed 8 people is trying to pin it on \varing degrees of diabetes\....IDIOT you cant have VARING degrees of DIABETES. . . .lets hope someone in NY will hit this idiot in the face for me...,put your emotional crap in a juice box and suck it.....that'll make my day...,\I do not understand how the woman who brutally tortured me last night, this morning, is recieving pasteries!\,so pretty sure history was awesome....spanish and communications are going to be sad i think...ya for tomorrow..,needs to find time to study stats...just so busy,my Jeep died today, i tried to jump it and it laughed at me and sta"
0941ad1bf75d0b24ab1b1a3b8c8f25b5,-,-,-,-,-,-,-,"T.G.I.F!!!!!!!,Queen is always a men's best accessory!!,Had me a good time at the beach now I'm in my home,Jets are in the air!!!!,just hear at the crib listing and downloading music bored!!!!!!,lets keep things drama free,settin here fixing the laptop,Damn i fucked up!!!!!! I truly sorry!!!!!!,$$$$$$$$$$$$$$$$$$$$$$ on my mind!!!!!!,mad bored watching movie's at the crib,listening to some Jay Electronica!!!,Here at the crib bored watching t.v.,Trying to find something to do..... bored!!!!!!,playinf ps3 with  tge cuz,sometimes there aren't enough rocks lol,Watching wild kingdom at the crib,listening to 7L & Esoteric!!!!,Here watching TV can't sleep,Mad Bored at the house need to to something!!!!!,Yo I'm f@#king twisted!!! lol XD.... Merry christmas to everyone!!!!,Tired of being sick!!!!,Recov Status!!!!!,Flying sky high on my private jet!!!!,Paul pierce is mad happy!!!! Its goin to be a hell of a night!!!! XD,at the trying to come up on some green if you know what i mean lol XD,doin the music thing again!!!!"
0945c2e0e4e2b698e7b9785d15ff5ce4,-,-,-,-,-,-,-,"whew, this crazy night is finally over! sleep.,i love history :D:D:D,???? ;| ????? (:,dinamo.,sleeep. (yawn),????????? ?????????. ?? ???? ? ?????. +D,?????, ?? ????, ?? ??????? ???????,\
??????? ????, ? ?? ???????? ????,\
?? ??? ?? ??? ????, ????? ?????? ?????,\
? ?????? ?????????..\
\
?? ?????? ? ?????, ????? ??????? ?????,\
?????, ?? ???? ??????????,\
???? ?? ?????????, ? ??????, ??????.\
(music) )));,BARCELONA!,?????? ?????? ? ??? ????.,the peak of happiness is reached!,:DDDDDDDDD ?????,wtf chelsea :|,15 year old girl holds hands with her 1 year old son. People call her a \""slut\"", no one knows she was raped at age 14. People call another guy \""fat\"", no one knows he has a serious disease causing him to be overweight. People call an old man \""ugly\"", no one knows he experienced a serious injury to his face while fighting for our country in the war. Re-post this if you are against bullying and stereotyping. I bet 88 of you won't,the other 22 aren't heartless and will.Hi, my name is Amy Bruce. I am 7 years old, and I have"""
096079a9c0ddd2bdff219e4983567ac1,-,-,-,-,-,-,-,"Technology: 6 Erica: 2,Happy birthday, AmErica!  Hurr, see what I did there?,is thanking y'all kindly for the birthday wishes.,is eating Bourbon Street Sundae out of the carton and playing \Dead Rising\ on the Wii machine.  La vie est bonne.,has just learned there is a He-Man episode titled \The Shaping Staff.\,has again been attacked by bugs.,is plannin' this trip...like a boss.,has just realized that the woman who plays Celia Hodes on \Weeds\ was Wilma Flintstone in the live-action film.,Stop depressing the hell out of me, WSPA.,has a cold.  Boo.,Technology: 7 Erica: 2.  So much for my pride and supposed ingenuity.  Time to do something borderline illegal, if necessary.,is out of town for the week.,\Orphan\ is a fine movie, critics be damned.,Seriously, Yahoo!, what in the hell is so surprising about the Duggers having a nineteenth child?,The hell?  \The Collector\ isn't playing anymore?,was, is and always will be right about West.,thinks it's hilarious that two geckos are fighting on her window.,cannot sto"
09ae79905ed2e99fcab68a656fbf97b1,-,-,-,-,-,-,-,"I got it!!! The JOB I got a JOB!!!!!!,Wow..so I am already 2 days in new job and they have me working the floor and cashiering...pretty promising for me and my family!!,Sunday and lazy day...glad to have a day like Sunday...stayin' home and watching some TV!,it's another day, a day to start over, one day at a time...please Lord take my will and my life and do with it what you will,Going to Modesto today to see my friends' friends' new baby girl!! Awww...glad it's Friday too!! Tomorrow is gonna be fun, party and swimming all day!!! YAY!!!!!!,Tuesday...really missing Medford fam and friends but NOT missing the HEAT!!! Sorry guys, it's only gonna be 100 here, heck what's 8 degrees huh?,I am so proud of Michael!!!!! He PASSED the California High School Proficiency Exam...he is OUTTA High School and onto COLLEGE!! *sniff* They grow up soooo fast!!!,I get to go to work today, Noon-8.....if anyone is wondering I am now employed by one of the biggest corporations in the world, Wal-Mart, Inc. Folsom Sam's Club!!!! Cas"
09ba3edf394228223ea25b3ae76e7890,-,-,-,-,-,-,-,"is watching Tomb Raider!! Yay DVR!,is glad the day is just about over. It's been a rough one.,'s tongue is almost back to normal size, doesn't hurt anymore, and she can eat again!!!,has too much going on in her head =\\,feels like she has 80 million things to do all at once.,thinks she should head to bed, watch Silence of the Lambs and work on her gift.,could beat a bitch right now.,is not too modest to say that she is the shit. Wait and see Ashlee, wait and see.,m'kay people, we know he died.,could do with a nap.,is going to munch on some food then start out for her outdoor to do list. Job hunting,is clean =),job hunting tomorrow! One step closer to moving out!,is gonna head over the fence to Kim's grad party in a few. Working on Ashlee's gift till then?,is home from her walk and yeah.,wants her kidney to stop hurting so she can walk to OCC,is going to try for bed.,SHOWER!,thinks today is a beautiful day and that she should let that thought overcome as opposed to that of others.,wants everyone to know that le"
09cb725d98b053f7c9e727a984bc505a,-,-,-,-,-,-,-,"I'm thankful I'm not a turkey,happy nine months baby<3,h8 work,my boyfriend pulls 5.9k dps. how about you.,is not a scrub,I want my art projects back, mrs triangle-hair, kthx,tanked my first instance on my new druid c:,watching looney tunes and doing art homework alone on friday night like a boss (Y),ended up going to the beach instead yesterday and now I'm sick,one year with my babydoll<3,drood tanking ftw,another long week with more snow and no boyfriend on valentines, or any other day ... nature hates me,h8 patch days,getting a hair cut tomorrow ! be excited,sick of snow,my hands are covered in paint,artoftrolling.com,killin' kel'thuzad with my thirst,pandora on NOFX station = (Y). mrs stratton's project = (N).,h8 school,got to see my baby yesterday and today after all :D <3,going to the doctor tomorrow, fun stuff.,going to dc with David and Luke today C:,I hate people who pull more than 9k dps,snow ! <3,lalalalalove David Hicks :D,sleep on the floor, dream about me,hate hate hate,let this week be over, pl"
09d1820cf2c39f39cb1863e6edcf61cb,-,-,-,-,-,-,-,"aduuhh...msh ngantuk... huhu..,bismillahirahmanirohim...,i miss all my fren in pwt,i miss ivandra,i miss mendoan,i miss SA 1,i miss burjo,i miss all of things in pwt...\
hi @nenden chan,@retno utami,@richa melz,@marisa murdiyanto,dll..miss u..,dgr lagu chrisye_lirih..jd inget ma @mamet gecol...^^\
nganterin aq nyari2 video lagu ni ampe ujan2an..(dipikir2 knp g download j y dl)...\
thx for that moment..^^,absurb...,i wanna be free..,i wanna it..whhuuuaaaa...how can i get that...hikz...hikz...,aduhh...jd kepikiran...how and how...haa...,lama2 ksel ni m sinetron tu...crtny dlama2in bgt...to the point s ngapa...maenin prsn penonton j..haa...,bismilahirohmanirohim.....wish me luck...amiinnn...,@imam budilaksono..krj mulu ni..aq dcuekin huhuhu...,sakit perut yg tak hilang hilang huhuhuhu.....,sandy sandhoro..keren bgt...i really love ur voice...^^,still wanna watch it...but damn...i'm so sleepy..haa...turu bae lah...,feel so guilty... :-(,hi @imam budilaksono....^^,granma said: ati kudu bisa masak....\
santy said: okel"""
09d7bac2a73249d008282d210bffd037,-,-,-,-,-,-,-,"I want to play the \Carnival of Venice'' solo on my TROMBONE! Nah, not really.. haha.,... Fried Chicken is Disgusting...,\The difference between fiction and reality? Fiction has to make sense.\  -- Tom Clancy,\Accomplishments are transient. They pulled me in unremittingly. Just lasting this long, I feel relieved to let repetition save me.\,Studying for Yoder and Doherty's Finals Tomorrow. Wooooo,\Verse after endless verse, I can't escape the echoed words. I long to find a cure for the feeling I find in these chords. I smile as it burns.\ - Circa Survive,\Check my vitals. The truth is vile, but vital to this cause. I've been held hostage; A captive of this passive shell. Give me gravity, give me clarity, Give me something to rely on. If we're all puppets, tell me who's pulling the strings now. We're all Marionettes...\,TRDH!,mrrhhgmmm...,\And while you're licking salt off of each other. Know that I'll be wishing. Throwing some over my shoulder.\,About to perform jazz music for some boy scouts that might/probab"
09e98c105eb55ecd9b53fcba8122f6bb,-,-,-,-,-,-,-,"first day of school a huge sucess. my daughter loves her teacher and is really excited and my son is saftey patrol. he has the same teacher and that was nice for him. it will be a great school year. plus, they start honor roll in second grade and sarah want's to do chorus again this year. have a great day,good morning everyone. today is actually pretty nice out so i'm going to do some gardening.,just saying hi to everyone. it's nice enough to go and work in my garden and not have the sun beating down. the whole house is asleep and the kid's arent here so no on can bug me. happy belated bday mckayla! hope everyone has a good day.,it's way too hot for the beach. give me my ac but the humidity down here makes it seem unbearable. good idea though i might consider it the kid's would love it,good morning. wishing everyone a good weekend. today is my youngest one's birthday!she is seven going on twelve. have  a wonderful weekend. aliya, i will get that three's of me tomoroow if it kills me. i like it just be patient"
09eccb5aaf89ffdee672c61125e26f96,-,-,-,-,-,-,-,"is eating ice cream xD,finally 1 more day left till Summer '09!!!!! xD,yay tomo no schl =],Summer!!!!!!!! had an amazing day xD,cant wait 4 isle of mtv,just cut my hair xD,'s msn isnt working so i hve 2 use old one :(,is excited 4 2night xD,loves Amy Caruana Dingli for being a Saviour(ohhh :) ) and Jessica Pavia for helpin amy help me in maths...if that makes sense! <3,is excited 4 2night :),loves Olga Djoric aka TO so much haha <3,awake at sleepover waiting for sunrise with nics jess and amy =P,no i didnt- olga,gonna watch Secret Window with Jessica Pavia, Amy Caruana Dingli Michaela Galea Zammit, and Olga Djoric xD,Olga Djoric just told me that taylor lautner is bi-sexual =[,is looking horrible with Michaela Galea Zammit and Amy Caruana Dingli,is sick =/,helloooo :),=.=,i'm so unbelievably sexy! ;) ahhh ahhh ahhh,We are Platinum!!! :)),is in love with Becky Camilleri,EUUUGU?H GET UP!,EUHHHH!!!,EUGHGHHH,''I'll touch you!'',OH YES!!!!!!! GIMME SOME MORE OH ?BABY!,i am a but trumpet :D and so supersexy awesome"
